각인1,각인2,감소,합,유효,,,합,개수,비율
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,5,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,6,13,----,,,,,
6,7,7,13,----,,,,,
6,7,7,13,----,,,,,
6,7,7,13,----,,,,,
6,7,7,13,----,,,,,
6,7,7,13,----,,,,,
6,7,7,13,----,,,,,
5,8,1,13,----,,,,,
5,8,1,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,2,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,3,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,4,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,5,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,6,13,----,,,,,
5,8,7,13,----,,,,,
5,8,7,13,----,,,,,
5,8,7,13,----,,,,,
5,8,9,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,2,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,3,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,4,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,5,13,----,,,,,
4,9,6,13,----,,,,,
4,9,6,13,----,,,,,
4,9,6,13,----,,,,,
4,9,6,13,----,,,,,
4,9,7,13,----,,,,,
3,10,2,13,----,,,,,
3,10,2,13,----,,,,,
3,10,3,13,----,,,,,
3,10,3,13,----,,,,,
3,10,3,13,----,,,,,
3,10,5,13,----,,,,,
10,2,3,12,----,,,,,
10,2,4,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,3,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,4,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,5,12,----,,,,,
9,3,7,12,----,,,,,
8,4,1,12,----,,,,,
8,4,1,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,2,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
8,4,3,12,----,,,,,
